Ciudad,Canal,Programa,Horario,Enlace
Sydney,9Rush,How It's Made,3:00 PM,https://tvguide.9now.com.au/program/how-its-made/190824/
Sydney,9Rush,How It's Made,3:30 PM,https://tvguide.9now.com.au/program/how-its-made/190824/
Sydney,9Rush,Drive TV,4:00 PM,https://tvguide.9now.com.au/program/drive-tv/410613/
Sydney,9Rush,Salvage Hunters,4:30 PM,https://tvguide.9now.com.au/program/salvage-hunters/274485/
Sydney,9Rush,Tanked,5:30 PM,https://tvguide.9now.com.au/program/tanked/279541/
Sydney,9Rush,Wheeler Dealers,6:30 PM,https://tvguide.9now.com.au/program/wheeler-dealers/165093/
Sydney,9Rush,Bering Sea Gold,7:30 PM,https://tvguide.9now.com.au/program/bering-sea-gold/283636/
Sydney,9Rush,Aussie Gold Hunters: Mine SOS,8:30 PM,https://tvguide.9now.com.au/program/aussie-gold-hunters-mine-sos/415692/
Sydney,9Rush,Gold Rush: White Water Special,9:30 PM,https://tvguide.9now.com.au/program/gold-rush-white-water-special/398443/
Sydney,9Rush,Gold Rush: Dave Turin's Lost Mine,10:30 PM,https://tvguide.9now.com.au/program/gold-rush-dave-turins-lost-mine/384017/
Sydney,9Rush,Bering Sea Gold,11:30 PM,https://tvguide.9now.com.au/program/bering-sea-gold/283636/
Broken Hill,9HD,Destination WA,12:50 AM,https://tvguide.9now.com.au/program/destination-wa/157711/
Broken Hill,9HD,TV Shop - Home Shopping,1:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9HD,TV Shop - Home Shopping,2:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9HD,TV Shop - Home Shopping,2:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9HD,TV Shop - Home Shopping,3:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9HD,TV Shop - Home Shopping,3:30 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9HD,Believer's Voice of Victory,4:00 AM,https://tvguide.9now.com.au/program/believers-voice-of-victory/172573/
Broken Hill,9HD,Fishing Australia,4:30 AM,https://tvguide.9now.com.au/program/fishing-australia/138258/
Broken Hill,9HD,Today Early News,5:00 AM,https://tvguide.9now.com.au/program/today-early-news/428725/
Broken Hill,9HD,Today,5:30 AM,https://tvguide.9now.com.au/program/today/100687/
Broken Hill,9HD,Today Extra,9:00 AM,https://tvguide.9now.com.au/program/today-extra/134254/
Broken Hill,9HD,9News Morning,11:30 AM,https://tvguide.9now.com.au/program/9news-morning/426816/
Broken Hill,9HD,Married at First Sight,12:01 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Broken Hill,9HD,Pointless,1:56 PM,https://tvguide.9now.com.au/program/pointless/325129/
Broken Hill,9HD,Tipping Point,2:57 PM,https://tvguide.9now.com.au/program/tipping-point/331700/
Broken Hill,9HD,9News Afternoon,4:00 PM,https://tvguide.9now.com.au/program/9news-afternoon/426775/
Broken Hill,9HD,Tipping Point Australia,4:57 PM,https://tvguide.9now.com.au/program/tipping-point-australia/426483/
Broken Hill,9HD,9News,5:59 PM,https://tvguide.9now.com.au/program/9news/426774/
Broken Hill,9HD,A Current Affair,7:00 PM,https://tvguide.9now.com.au/program/a-current-affair/131990/
Broken Hill,9HD,Married at First Sight,7:31 PM,https://tvguide.9now.com.au/program/married-at-first-sight/311372/
Broken Hill,9HD,Dangerous Lies - Unmasking Belle Gibson,9:08 PM,https://tvguide.9now.com.au/program/dangerous-lies-unmasking-belle-gibson/434778/
Broken Hill,9HD,9News Late,10:11 PM,https://tvguide.9now.com.au/program/9news-late/427243/
Broken Hill,9HD,Forensics: Murder Scene,10:41 PM,https://tvguide.9now.com.au/program/forensics-murder-scene/434311/
Broken Hill,9HD,First on Scene,11:43 PM,https://tvguide.9now.com.au/program/first-on-scene/433012/
Broken Hill,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Married At First Sight,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmarried-at-first-sight&ocid=nine.com.au-9now-a11985-tvguide&~campaign=married-at-first-sight&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Dangerous Lies: Unmasking Belle Gibson,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fdangerous-lies-unmasking-belle-gibson&ocid=nine.com.au-9now-a11985-tvguide&~campaign=dangerous-lies-unmasking-belle-gibson&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,60 Minutes,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2F60-minutes&ocid=nine.com.au-9now-a11985-tvguide&~campaign=60-minutes&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Love Island Uk: All Stars,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Flove-island-uk-all-stars&ocid=nine.com.au-9now-a11985-tvguide&~campaign=love-island-uk-all-stars&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Madam,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fmadam&ocid=nine.com.au-9now-a11985-tvguide&~campaign=madam&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Now,Big Miracles,Transmitiendo ahora,https://9now.app.link/?$canonical_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&$desktop_url=https%3A%2F%2Fwww.9now.com.au%2Fbig-miracles&ocid=nine.com.au-9now-a11985-tvguide&~campaign=big-miracles&~channel=nine.com.au_TV_Guide&~feature=Content_Discovery_Referrals
Broken Hill,9Gem,Nurse on Wheels,12:30 AM,https://tvguide.9now.com.au/program/nurse-on-wheels/271998/
Broken Hill,9Gem,Passport to Pimlico,2:14 AM,https://tvguide.9now.com.au/program/passport-to-pimlico/115244/
Broken Hill,9Gem,Dangerous Voyage,3:57 AM,https://tvguide.9now.com.au/program/dangerous-voyage/287974/
Broken Hill,9Gem,My Favorite Martian,5:26 AM,https://tvguide.9now.com.au/program/my-favorite-martian/376328/
Broken Hill,9Gem,Danger Man,6:00 AM,https://tvguide.9now.com.au/program/danger-man/138745/
Broken Hill,9Gem,Creflo Dollar Ministries,7:00 AM,https://tvguide.9now.com.au/program/creflo-dollar-ministries/274896/
Broken Hill,9Gem,Skippy - The Bush Kangaroo,7:30 AM,https://tvguide.9now.com.au/program/skippy-the-bush-kangaroo/132554/
Broken Hill,9Gem,TV Shop - Home Shopping,8:00 AM,https://tvguide.9now.com.au/program/tv-shop-home-shopping/184500/
Broken Hill,9Gem,New Style Direct,9:30 AM,https://tvguide.9now.com.au/program/new-style-direct/239529/
Broken Hill,9Gem,Adventures in Rainbow Country,10:00 AM,https://tvguide.9now.com.au/program/adventures-in-rainbow-country/135735/
Broken Hill,9Gem,My Favorite Martian,10:30 AM,https://tvguide.9now.com.au/program/my-favorite-martian/376328/
Broken Hill,9Gem,Days of Our Lives,11:00 AM,https://tvguide.9now.com.au/program/days-of-our-lives/133294/
Broken Hill,9Gem,The Young and the Restless,11:55 AM,https://tvguide.9now.com.au/program/the-young-and-the-restless/150292/
Broken Hill,9Gem,Explore TV,12:50 PM,https://tvguide.9now.com.au/program/explore-tv/168173/
Broken Hill,9Gem,Invictus Games Vancouver Whistler,1:00 PM,https://tvguide.9now.com.au/program/invictus-games-vancouver-whistler/434473/
Broken Hill,9Gem,Invictus Games Vancouver Whistler,2:00 PM,https://tvguide.9now.com.au/program/invictus-games-vancouver-whistler/434473/
Broken Hill,9Gem,Antiques Roadshow,4:00 PM,https://tvguide.9now.com.au/program/antiques-roadshow/130628/
Broken Hill,9Gem,Are You Being Served?,4:30 PM,https://tvguide.9now.com.au/program/are-you-being-served/159723/
Broken Hill,9Gem,Are You Being Served?,5:00 PM,https://tvguide.9now.com.au/program/are-you-being-served/159723/
Broken Hill,9Gem,Our Yorkshire Farm,5:30 PM,https://tvguide.9now.com.au/program/our-yorkshire-farm/400455/
Broken Hill,9Gem,Antiques Roadshow,6:30 PM,https://tvguide.9now.com.au/program/antiques-roadshow/130628/
Broken Hill,9Gem,Death in Paradise,7:30 PM,https://tvguide.9now.com.au/program/death-in-paradise/283024/
Broken Hill,9Gem,The Good Karma Hospital,8:40 PM,https://tvguide.9now.com.au/program/the-good-karma-hospital/361363/
Broken Hill,9Gem,The Madame Blanc Mysteries,9:40 PM,https://tvguide.9now.com.au/program/the-madame-blanc-mysteries/420967/
Broken Hill,9Gem,The Closer,10:40 PM,https://tvguide.9now.com.au/program/the-closer/132636/
Broken Hill,9Gem,Only Fools and Horses...,11:40 PM,https://tvguide.9now.com.au/program/only-fools-and-horses-/142782/
Broken Hill,9Go!,Gotham,12:17 AM,https://tvguide.9now.com.au/program/gotham/318942/
Broken Hill,9Go!,Arrow,1:15 AM,https://tvguide.9now.com.au/program/arrow/296285/
Broken Hill,9Go!,Arrow,2:10 AM,https://tvguide.9now.com.au/program/arrow/296285/
Broken Hill,9Go!,Young Sheldon,3:06 AM,https://tvguide.9now.com.au/program/young-sheldon/370297/
Broken Hill,9Go!,Beyblade X,3:32 AM,https://tvguide.9now.com.au/program/beyblade-x/430291/
Broken Hill,9Go!,Bakugan,3:57 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Broken Hill,9Go!,Transformers: Bumblebee: Cyberverse Adventures,4:24 AM,https://tvguide.9now.com.au/program/transformers-bumblebee-cyberverse-adventures/397373/
Broken Hill,9Go!,Lego City Adventures,4:47 AM,https://tvguide.9now.com.au/program/lego-city-adventures/386534/
Broken Hill,9Go!,Lego Friends: The Next Chapter,5:11 AM,https://tvguide.9now.com.au/program/lego-friends-the-next-chapter/422160/
Broken Hill,9Go!,Pokemon the Series: Sun & Moon,5:34 AM,https://tvguide.9now.com.au/program/pokemon-the-series-sun-and-moon/362366/
Broken Hill,9Go!,Hop,6:00 AM,https://tvguide.9now.com.au/program/hop/433927/
Broken Hill,9Go!,Bubble's Hotel,6:30 AM,https://tvguide.9now.com.au/program/bubbles-hotel/433691/
Broken Hill,9Go!,Bakugan,7:00 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Broken Hill,9Go!,The Actually Really Very Difficult Show,7:30 AM,https://tvguide.9now.com.au/program/the-actually-really-very-difficult-show/424606/
Broken Hill,9Go!,Beyblade Burst Quadstrike,8:00 AM,https://tvguide.9now.com.au/program/beyblade-burst-quadstrike/421550/
Broken Hill,9Go!,Wild Manes,8:30 AM,https://tvguide.9now.com.au/program/wild-manes/433805/
Broken Hill,9Go!,Barbie: A Touch of Magic,9:00 AM,https://tvguide.9now.com.au/program/barbie-a-touch-of-magic/424415/
Broken Hill,9Go!,Yu-Gi-Oh! SEVENS,9:30 AM,https://tvguide.9now.com.au/program/yu-gi-oh-sevens/414040/
Broken Hill,9Go!,Ninjago,10:00 AM,https://tvguide.9now.com.au/program/ninjago/263239/
Broken Hill,9Go!,Pokemon Horizons: The Series,10:30 AM,https://tvguide.9now.com.au/program/pokemon-horizons-the-series/427703/
Broken Hill,9Go!,Transformers: Bumblebee: Cyberverse Adventures,11:00 AM,https://tvguide.9now.com.au/program/transformers-bumblebee-cyberverse-adventures/397373/
Broken Hill,9Go!,Bakugan,11:30 AM,https://tvguide.9now.com.au/program/bakugan/424834/
Broken Hill,9Go!,Gossip Girl,12:00 PM,https://tvguide.9now.com.au/program/gossip-girl/216332/
Broken Hill,9Go!,Gossip Girl,1:00 PM,https://tvguide.9now.com.au/program/gossip-girl/216332/
Broken Hill,9Go!,Bewitched,2:00 PM,https://tvguide.9now.com.au/program/bewitched/100196/
Broken Hill,9Go!,I Dream of Jeannie,2:30 PM,https://tvguide.9now.com.au/program/i-dream-of-jeannie/134059/
Broken Hill,9Go!,The Golden Girls,3:00 PM,https://tvguide.9now.com.au/program/the-golden-girls/145157/
Broken Hill,9Go!,The Nanny,3:30 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Broken Hill,9Go!,The Nanny,4:00 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Broken Hill,9Go!,The Addams Family,4:30 PM,https://tvguide.9now.com.au/program/the-addams-family/100388/
Broken Hill,9Go!,Bewitched,5:00 PM,https://tvguide.9now.com.au/program/bewitched/100196/
Broken Hill,9Go!,I Dream of Jeannie,5:30 PM,https://tvguide.9now.com.au/program/i-dream-of-jeannie/134059/
Broken Hill,9Go!,The Golden Girls,6:00 PM,https://tvguide.9now.com.au/program/the-golden-girls/145157/
Broken Hill,9Go!,The Nanny,6:30 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Broken Hill,9Go!,The Nanny,7:00 PM,https://tvguide.9now.com.au/program/the-nanny/134184/
Broken Hill,9Go!,Seinfeld,7:30 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Broken Hill,9Go!,Seinfeld,8:00 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Broken Hill,9Go!,Godzilla,8:30 PM,https://tvguide.9now.com.au/program/godzilla/289155/
Broken Hill,9Go!,Seinfeld,11:00 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Broken Hill,9Go!,Seinfeld,11:30 PM,https://tvguide.9now.com.au/program/seinfeld/100362/
Broken Hill,9Life,Barnwood Builders,12:00 AM,https://tvguide.9now.com.au/program/barnwood-builders/347276/
Broken Hill,9Life,Zombie House Flipping,1:04 AM,https://tvguide.9now.com.au/program/zombie-house-flipping/351025/
Broken Hill,9Life,Postcards,2:02 AM,https://tvguide.9now.com.au/program/postcards/133224/
Broken Hill,9Life,Getaway,2:31 AM,https://tvguide.9now.com.au/program/getaway/132183/
Broken Hill,9Life,Beachfront Bargain Hunt,3:02 AM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Broken Hill,9Life,Beachfront Bargain Hunt,3:31 AM,https://tvguide.9now.com.au/program/beachfront-bargain-hunt/344639/
Broken Hill,9Life,House Hunters International,4:01 AM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
Broken Hill,9Life,House Hunters International,4:31 AM,https://tvguide.9now.com.au/program/house-hunters-international/222441/
